# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "genes.gtf" "-p" "--countReadPairs" "-o" "feature-count/counts.txt" "-T" "2" "-t" "exon" "-g" "gene_id" "bam-files/read_output.bam" "bam-files/read_output2.bam" "bam-files/read_output3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam-files/read_output.bam	bam-files/read_output2.bam	bam-files/read_output3.bam
YKR069W	chrXI	571254	573035	+	1782	0	0	0
YKR070W	chrXI	573216	574274	+	1059	0	0	0
YKR071C	chrXI	574576	575622	-	1047	0	0	0
YKR072C	chrXI	576077	577765	-	1689	0	0	0
YKR073C	chrXI	577829	578149	-	321	0	0	0
tK(UUU)K	chrXI;chrXI	578607;578667	578643;578702	+;+	73	0	0	0
YKR074W	chrXI	578851	579318	+	468	0	0	0
YKR075C	chrXI	579469	580392	-	924	0	0	0
YKR075W-A	chrXI	579854	580123	+	270	0	0	0
YKR076W	chrXI	581925	583037	+	1113	0	0	0
YKR077W	chrXI	583295	584386	+	1092	0	0	0
YKR078W	chrXI	584594	586351	+	1758	0	0	0
YKR079C	chrXI	586431	588947	-	2517	0	0	0
YKR080W	chrXI	590037	590999	+	963	0	0	0
YKR081C	chrXI	591148	592182	-	1035	0	0	0
YKR082W	chrXI	592467	595940	+	3474	0	0	0
YKR083C	chrXI	596063	596464	-	402	0	0	0
YKR084C	chrXI	596697	598532	-	1836	0	0	0
YKR085C	chrXI	598736	599323	-	588	0	0	0
YKR086W	chrXI	599499	602714	+	3216	0	0	0
YKR087C	chrXI	602837	603874	-	1038	0	0	0
YKR088C	chrXI	604047	605060	-	1014	0	0	0
YKR089C	chrXI	605275	608007	-	2733	0	0	0
YKR090W	chrXI	608588	610708	+	2121	0	0	0
YKR091W	chrXI	611167	611907	+	741	0	0	0
YKR092C	chrXI	612307	613527	-	1221	0	0	0
YKR093W	chrXI	615372	617177	+	1806	0	0	0
YKR094C	chrXI;chrXI	617638;618385	618016;618392	-;-	387	0	0	0
YKR095W	chrXI	619447	625074	+	5628	0	0	0
YKR095W-A	chrXI;chrXI	625506;625619	625543;625847	+;+	267	0	0	0
YKR096W	chrXI	626435	630022	+	3588	0	0	0
YKR097W	chrXI	630790	632439	+	1650	0	0	0
YKR098C	chrXI	632664	634817	-	2154	0	0	0
YKR099W	chrXI	635489	637924	+	2436	0	0	0
YKR100C	chrXI	638539	639606	-	1068	0	0	0
YKR101W	chrXI	640178	642142	+	1965	0	0	0
YKR102W	chrXI	645994	649503	+	3510	0	0	0
YKR103W	chrXI	652718	656374	+	3657	0	0	0
YKR104W	chrXI	656474	657394	+	921	0	0	0
YKR105C	chrXI	658354	660102	-	1749	0	0	0
YKR106W	chrXI	661080	662927	+	1848	0	0	0
YLL067C	chrXII;chrXII	585;4015	3915;4301	-;-	3618	0	0	0
YLL067W-A	chrXII	843	1325	+	483	0	0	0
YLL066W-B	chrXII	5605	5775	+	171	0	0	0
YLL066C	chrXII;chrXII	6120;9550	9450;9836	-;-	3618	0	0	0
YLL066W-A	chrXII	6486	6968	+	483	0	0	0
YLL065W	chrXII	11726	12076	+	351	0	0	0
YLL064C	chrXII	13083	13445	-	363	0	0	0
YLL063C	chrXII	14648	16072	-	1425	0	0	0
YLL062C	chrXII	16639	17613	-	975	0	0	0
YLL061W	chrXII	17956	19707	+	1752	0	0	0
YLL060C	chrXII	21138	21839	-	702	0	0	0
YLL059C	chrXII	22474	22980	-	507	0	0	0
YLL058W	chrXII	23569	25296	+	1728	0	0	0
YLL057C	chrXII	25756	26994	-	1239	0	0	0
YLL056C	chrXII	27409	28305	-	897	0	0	0
YLL055W	chrXII	30109	31704	+	1596	0	0	0
YLL054C	chrXII	32894	35203	-	2310	0	0	0
YLL053C	chrXII	35502	35960	-	459	0	0	0
YLL052C	chrXII	35911	36360	-	450	0	0	0
YLL051C	chrXII	37332	39470	-	2139	0	0	0
YLL050C	chrXII;chrXII	39803;40400	40220;40413	-;-	432	0	0	0
YLL049W	chrXII	40665	41204	+	540	0	0	0
YLL048C	chrXII	41279	46264	-	4986	0	0	0
YLL047W	chrXII	46671	47054	+	384	0	0	0
YLL046C	chrXII	46713	47462	-	750	0	0	0
YLL045C	chrXII	47858	48628	-	771	0	0	0
YLL044W	chrXII	48215	48661	+	447	0	0	0
YLL043W	chrXII	49937	51946	+	2010	0	0	0
YLL042C	chrXII	52086	52589	-	504	0	0	0
YLL041C	chrXII	53130	53930	-	801	0	0	0
YLL040C	chrXII	54210	63644	-	9435	0	0	0
YLL039C	chrXII	64061	65206	-	1146	0	0	0
YLL038C	chrXII	65774	66517	-	744	0	0	0
YLL037W	chrXII	66561	66941	+	381	0	0	0
YLL036C	chrXII	66744	68255	-	1512	0	0	0
YLL035W	chrXII	68579	70477	+	1899	0	0	0
YLL034C	chrXII	70632	73145	-	2514	0	0	0
YLL033W	chrXII	73408	74100	+	693	0	0	0
YLL032C	chrXII	74269	76746	-	2478	0	0	0
YLL031C	chrXII	77151	80204	-	3054	0	0	0
YLL030C	chrXII	80355	80696	-	342	0	0	0
YLL029W	chrXII	81460	83709	+	2250	0	0	0
YLL028W	chrXII	84803	86563	+	1761	0	0	0
YLL027W	chrXII	87402	88154	+	753	0	0	0
YLL026W	chrXII	88622	91348	+	2727	0	0	0
tP(UGG)L	chrXII;chrXII	92547;92614	92582;92649	+;+	72	0	0	0
YLL025W	chrXII	94746	95120	+	375	0	0	0
YLL024C	chrXII	95565	97484	-	1920	0	0	0
YLL023C	chrXII	97996	98835	-	840	0	0	0
YLL022C	chrXII	99043	100200	-	1158	0	0	0
YLL021W	chrXII	100946	105346	+	4401	0	0	0
YLL020C	chrXII	105555	105860	-	306	0	0	0
YLL019C	chrXII	105685	107898	-	2214	0	0	0
YLL019W-A	chrXII	106907	106999	+	93	0	0	0
YLL018C-A	chrXII	108675	108971	-	297	0	0	0
YLL018C	chrXII	109901	111574	-	1674	0	0	0
YLL017W	chrXII	112233	112544	+	312	0	0	0
YLL016W	chrXII	112846	115992	+	3147	0	0	0
YLL015W	chrXII	116431	121110	+	4680	0	0	0
YLL014W	chrXII	121321	121647	+	327	0	0	0
YLL013C	chrXII	122074	124713	-	2640	0	0	0
YLL012W	chrXII	125533	127254	+	1722	0	0	0
YLL011W	chrXII	127522	128991	+	1470	0	0	0
YLL010C	chrXII	129329	130612	-	1284	0	0	0
YLL009C	chrXII	131204	131413	-	210	0	0	0
YLL008W	chrXII	131728	133986	+	2259	0	0	0
YLL007C	chrXII	134301	136298	-	1998	0	0	0
YLL006W-A	chrXII	136344	136520	+	177	0	0	0
YLL006W	chrXII	136585	137865	+	1281	0	0	0
YLL005C	chrXII	137939	140545	-	2607	0	0	0
YLL004W	chrXII	141072	142922	+	1851	0	0	0
YLL003W	chrXII	143200	146040	+	2841	0	0	0
YLL002W	chrXII	146290	147600	+	1311	0	0	0
YLL001W	chrXII	147889	150162	+	2274	0	0	0
YLR001C	chrXII	151388	153976	-	2589	0	0	0
YLR002C	chrXII	154342	156333	-	1992	0	0	0
YLR003C	chrXII	156854	157729	-	876	0	0	0
YLR004C	chrXII	157933	159504	-	1572	0	0	0
YLR005W	chrXII	160048	161433	+	1386	0	0	0
YLR006C	chrXII	161754	163892	-	2139	0	0	0
YLR007W	chrXII	164391	165401	+	1011	0	0	0
YLR008C	chrXII	165576	166082	-	507	0	0	0
YLR009W	chrXII	166536	167135	+	600	0	0	0
YLR010C	chrXII	167319	167801	-	483	0	0	0
tS(AGA)L	chrXII	167943	168024	-	82	0	0	0
YLR011W	chrXII	169102	169677	+	576	0	0	0
YLR012C	chrXII	169981	170280	-	300	0	0	0
YLR013W	chrXII	171338	171763	+	426	0	0	0
YLR014C	chrXII	172267	174981	-	2715	0	0	0
YLR015W	chrXII	175226	176743	+	1518	0	0	0
YLR016C	chrXII	176801	177415	-	615	0	0	0
YLR017W	chrXII	177607	178620	+	1014	0	0	0
YLR018C	chrXII	178706	179605	-	900	0	0	0
YLR019W	chrXII	180287	181480	+	1194	0	0	0
YLR020C	chrXII	181788	183404	-	1617	0	0	0
YLR021W	chrXII	183622	184161	+	540	0	0	0
YLR022C	chrXII	184173	184925	-	753	0	0	0
YLR023C	chrXII	185497	187128	-	1632	0	0	0
YLR024C	chrXII	187664	193282	-	5619	0	0	0
YLR025W	chrXII	194453	195175	+	723	0	0	0
YLR026C	chrXII	195451	196473	-	1023	0	0	0
YLR027C	chrXII	196830	198086	-	1257	0	0	0
snR30	chrXII	198785	199390	+	606	0	0	0
YLR028C	chrXII	199541	201316	-	1776	0	0	0
YLR029C	chrXII	201977	202591	-	615	0	0	0
YLR030W	chrXII	203291	204082	+	792	0	0	0
YLR031W	chrXII	204226	204786	+	561	0	0	0
YLR032W	chrXII	204992	208501	+	3510	0	0	0
YLR033W	chrXII	208762	210270	+	1509	0	0	0
YLR034C	chrXII	210513	211934	-	1422	0	0	0
YLR035C	chrXII	212370	214457	-	2088	0	0	0
tA(UGC)L	chrXII	214884	214956	-	73	0	0	0
YLR035C-A	chrXII	215441	218908	-	3468	0	0	0
YLR036C	chrXII	221522	222133	-	612	0	0	0
YLR037C	chrXII	222686	223060	-	375	0	0	0
YLR038C	chrXII	224922	225173	-	252	0	0	0
YLR039C	chrXII	225427	228597	-	3171	0	0	0
YLR040C	chrXII	228909	229583	-	675	0	0	0
YLR041W	chrXII	229378	229698	+	321	0	0	0
YLR042C	chrXII	229967	230452	-	486	0	0	0
YLR043C	chrXII	231703	232014	-	312	0	0	0
YLR044C	chrXII	232391	234082	-	1692	0	0	0
YLR045C	chrXII	235038	237704	-	2667	0	0	0
YLR046C	chrXII	238002	238814	-	813	0	0	0
YLR047C	chrXII	239348	241408	-	2061	0	0	0
YLR048W	chrXII;chrXII	242233;242682	242322;243350	+;+	759	0	0	0
YLR049C	chrXII	243887	245173	-	1287	0	0	0
YLR050C	chrXII	245588	246073	-	486	0	0	0
YLR051C	chrXII	246325	246978	-	654	0	0	0
YLR052W	chrXII	247202	247954	+	753	0	0	0
YLR053C	chrXII	248101	248427	-	327	0	0	0
YLR054C	chrXII;chrXII	248718;250949	250861;250979	-;-	2175	0	0	0
YLR055C	chrXII	251273	253081	-	1809	0	0	0
YLR056W	chrXII	253862	254959	+	1098	0	0	0
YLR057W	chrXII	255307	257856	+	2550	0	0	0
YLR058C	chrXII	257993	259402	-	1410	0	0	0
YLR059C	chrXII	259739	260548	-	810	0	0	0
YLR060W	chrXII	260980	262767	+	1788	0	0	0
YLR061W	chrXII;chrXII	263195;263596	263206;263949	+;+	366	0	0	0
YLR062C	chrXII	263578	263955	-	378	0	0	0
YLR063W	chrXII	264158	265255	+	1098	0	0	0
YLR064W	chrXII	265457	266278	+	822	0	0	0
YLR065C	chrXII	266374	266919	-	546	0	0	0
YLR066W	chrXII	267170	267724	+	555	0	0	0
YLR067C	chrXII	267814	270711	-	2898	0	0	0
YLR068W	chrXII	271009	271464	+	456	0	0	0
YLR069C	chrXII	271631	273916	-	2286	0	0	0
YLR070C	chrXII	274142	275212	-	1071	0	0	0
YLR071C	chrXII	275379	278627	-	3249	0	0	0
YLR072W	chrXII	278863	280944	+	2082	0	0	0
YLR073C	chrXII	281020	281622	-	603	0	0	0
YLR074C	chrXII	281957	282457	-	501	0	0	0
YLR075W	chrXII	282928	283593	+	666	0	0	0
YLR076C	chrXII	283186	283608	-	423	0	0	0
YLR077W	chrXII	283873	285624	+	1752	0	0	0
YLR078C	chrXII;chrXII	285737;286558	286468;286560	-;-	735	0	0	0
YLR079W	chrXII	286821	287675	+	855	0	0	0
YLR080W	chrXII	287917	289251	+	1335	0	0	0
YLR081W	chrXII	290213	291937	+	1725	0	0	0
YLR082C	chrXII	292395	293573	-	1179	0	0	0
YLR083C	chrXII	294092	296095	-	2004	0	0	0
YLR084C	chrXII	296590	300252	-	3663	0	0	0
YLR085C	chrXII	300674	301990	-	1317	0	0	0
YLR086W	chrXII	302244	306500	+	4257	0	0	0
YLR087C	chrXII	306856	315732	-	8877	0	0	0
YLR088W	chrXII	316108	317952	+	1845	0	0	0
YLR089C	chrXII	318238	320016	-	1779	0	0	0
YLR090W	chrXII	320702	322081	+	1380	0	0	0
YLR091W	chrXII	322298	323179	+	882	0	0	0
YLR092W	chrXII	323545	326226	+	2682	0	0	0
YLR093C	chrXII;chrXII	326514;327401	327259;327416	-;-	762	0	0	0
YLR094C	chrXII	327731	329239	-	1509	0	0	0
YLR095C	chrXII	329678	332116	-	2439	0	0	0
YLR096W	chrXII	332591	336034	+	3444	0	0	0
YLR097C	chrXII	336232	337266	-	1035	0	0	0
YLR098C	chrXII	337528	339474	-	1947	0	0	0
YLR099C	chrXII	339745	340929	-	1185	0	0	0
YLR099W-A	chrXII	341326	341589	+	264	0	0	0
YLR100W	chrXII	341811	342854	+	1044	0	0	0
YLR101C	chrXII	342567	342962	-	396	0	0	0
YLR102C	chrXII	342971	343768	-	798	0	0	0
YLR103C	chrXII	343990	345942	-	1953	0	0	0
YLR104W	chrXII	346586	346981	+	396	0	0	0
YLR105C	chrXII	347048	348181	-	1134	0	0	0
snR79	chrXII	348428	348511	-	84	0	0	0
YLR106C	chrXII	349007	363739	-	14733	0	0	0
YLR107W	chrXII	364117	365331	+	1215	0	0	0
snR6	chrXII	366236	366347	+	112	0	0	0
YLR108C	chrXII	366668	368125	-	1458	0	0	0
YLR109W	chrXII	368782	369312	+	531	0	0	0
YLR110C	chrXII	369698	370099	-	402	0	0	0
YLR111W	chrXII	370392	370724	+	333	0	0	0
YLR112W	chrXII	370792	371211	+	420	0	0	0
YLR113W	chrXII	371621	372928	+	1308	0	0	0
tR(ACG)L	chrXII	374356	374428	+	73	0	0	0
YLR114C	chrXII	374945	377239	-	2295	0	0	0
YLR115W	chrXII	377986	380565	+	2580	0	0	0
YLR116W	chrXII	380823	382253	+	1431	0	0	0
YLR117C	chrXII	382472	384535	-	2064	0	0	0
YLR118C	chrXII	384726	385409	-	684	0	0	0
YLR119W	chrXII	385535	386176	+	642	0	0	0
YLR120C	chrXII	386512	388221	-	1710	0	0	0
YLR120W-A	chrXII	388673	388774	+	102	0	0	0
YLR121C	chrXII	388745	390271	-	1527	0	0	0
YLR122C	chrXII	390955	391332	-	378	0	0	0
YLR123C	chrXII	391079	391408	-	330	0	0	0
YLR124W	chrXII	391601	391945	+	345	0	0	0
YLR125W	chrXII	393485	393895	+	411	0	0	0
YLR126C	chrXII	394766	395521	-	756	0	0	0
YLR127C	chrXII	395759	398320	-	2562	0	0	0
YLR128W	chrXII;chrXII	398531;398628	398533;399434	+;+	810	0	0	0
YLR129W	chrXII	399658	402489	+	2832	0	0	0
YLR130C	chrXII	402795	404063	-	1269	0	0	0
YLR131C	chrXII	404511	406823	-	2313	0	0	0
YLR132C	chrXII	407284	408156	-	873	0	0	0
YLR133W	chrXII	408446	410194	+	1749	0	0	0
YLR134W	chrXII	410724	412415	+	1692	0	0	0
YLR135W	chrXII	413282	415528	+	2247	0	0	0
YLR136C	chrXII	415802	416659	-	858	0	0	0
YLR137W	chrXII	417007	418110	+	1104	0	0	0
YLR138W	chrXII	418438	421395	+	2958	0	0	0
YLR139C	chrXII	421543	423474	-	1932	0	0	0
YLR140W	chrXII	423475	423801	+	327	0	0	0
YLR141W	chrXII	423684	424775	+	1092	0	0	0
YLR142W	chrXII	425187	426617	+	1431	0	0	0
tD(GUC)L1	chrXII	427133	427204	+	72	0	0	0
YLR143W	chrXII	427330	429387	+	2058	0	0	0
YLR144C	chrXII	429678	432017	-	2340	0	0	0
YLR145W	chrXII	432169	432774	+	606	0	0	0
YLR146C	chrXII	432824	433726	-	903	0	0	0
YLR146W-A	chrXII	433871	434059	+	189	0	0	0
YLR147C	chrXII	434159	434464	-	306	0	0	0
YLR148W	chrXII	434642	437398	+	2757	0	0	0
YLR149C	chrXII	437632	439824	-	2193	0	0	0
YLR149C-A	chrXII	440371	440457	-	87	0	0	0
YLR150W	chrXII	440468	441289	+	822	0	0	0
YLR151C	chrXII	441716	442738	-	1023	0	0	0
YLR152C	chrXII	442959	444689	-	1731	0	0	0
YLR153C	chrXII	445525	447576	-	2052	0	0	0
YLR154C	chrXII	447983	448315	-	333	0	0	0
tQ(UUG)L	chrXII	448651	448722	-	72	0	0	0
RDN25-1	chrXII	451787	455182	-	3396	0	0	0
RDN37-1	chrXII;chrXII;chrXII	451787;455415;455934	455182;455572;457733	-;-;-	5354	0	0	0
YLR154W-A	chrXII	452439	452624	+	186	0	0	0
YLR154W-B	chrXII	454393	454557	+	165	0	0	0
YLR154W-C	chrXII	454697	455071	+	375	0	0	0
RDN58-1	chrXII	455415	455572	-	158	0	0	0
YLR154W-E	chrXII	455434	455637	+	204	0	0	0
YLR154W-F	chrXII	455884	456024	+	141	0	0	0
RDN18-1	chrXII	455934	457733	-	1800	0	0	0
RDN5-1	chrXII	459677	459797	+	121	0	0	0
RDN37-2	chrXII;chrXII;chrXII	460924;464552;465071	464319;464709;466870	-;-;-	5354	0	0	0
RDN25-2	chrXII	460924	464319	-	3396	0	0	0
YLR154C-G	chrXII	462523	462672	-	150	0	0	0
RDN58-2	chrXII	464552	464709	-	158	0	0	0
RDN18-2	chrXII	465071	466870	-	1800	0	0	0
RDN5-2	chrXII	468814	468932	+	119	0	0	0
YLR154C-H	chrXII	468828	468959	-	132	0	0	0
YLR155C	chrXII	469318	470406	-	1089	0	0	0
YLR156W	chrXII	472114	472458	+	345	0	0	0
RDN5-3	chrXII	472466	472584	+	119	0	0	0
YLR156C-A	chrXII	472480	472611	-	132	0	0	0
YLR157C	chrXII	472970	474058	-	1089	0	0	0
YLR157W-D	chrXII	475765	475977	+	213	0	0	0
YLR157C-B	chrXII;chrXII	476334;480298	480296;481602	-;-	5268	0	0	0
YLR157C-A	chrXII	480280	481602	-	1323	0	0	0
YLR157W-E	chrXII	481874	482038	+	165	0	0	0
RDN5-4	chrXII	482046	482164	+	119	0	0	0
YLR157C-C	chrXII	482060	482191	-	132	0	0	0
YLR158C	chrXII	482550	483638	-	1089	0	0	0
YLR159W	chrXII	485346	485690	+	345	0	0	0
RDN5-5	chrXII	485698	485816	+	119	0	0	0
YLR159C-A	chrXII	485712	485843	-	132	0	0	0
YLR160C	chrXII	486202	487290	-	1089	0	0	0
YLR161W	chrXII	488998	489342	+	345	0	0	0
RDN5-6	chrXII	489350	489470	+	121	0	0	0
YLR162W	chrXII	489574	489930	+	357	0	0	0
YLR162W-A	chrXII	490407	490595	+	189	0	0	0
YLR163C	chrXII	491868	493256	-	1389	0	0	0
YLR163W-A	chrXII	492814	492927	+	114	0	0	0
YLR164W	chrXII	493885	494391	+	507	0	0	0
YLR165C	chrXII	494496	495260	-	765	0	0	0
YLR166C	chrXII	495431	498046	-	2616	0	0	0
YLR167W	chrXII	498949	499407	+	459	0	0	0
YLR168C	chrXII	499580	500272	-	693	0	0	0
YLR169W	chrXII	500337	500690	+	354	0	0	0
YLR170C	chrXII	500581	501051	-	471	0	0	0
YLR171W	chrXII	500735	501124	+	390	0	0	0
YLR172C	chrXII	501262	502164	-	903	0	0	0
YLR173W	chrXII	502423	504249	+	1827	0	0	0
YLR174W	chrXII	504593	505831	+	1239	0	0	0
YLR175W	chrXII	506136	507587	+	1452	0	0	0
YLR176C	chrXII	507799	510234	-	2436	0	0	0
YLR177W	chrXII	511056	512942	+	1887	0	0	0
YLR178C	chrXII	513164	513823	-	660	0	0	0
YLR179C	chrXII	514110	514715	-	606	0	0	0
YLR180W	chrXII	515264	516412	+	1149	0	0	0
YLR181C	chrXII	516680	517672	-	993	0	0	0
YLR182W	chrXII	517942	520353	+	2412	0	0	0
YLR183C	chrXII	520545	522014	-	1470	0	0	0
YLR184W	chrXII	522108	522455	+	348	0	0	0
YLR185W	chrXII;chrXII	522665;523031	522671;523290	+;+	267	0	0	0
YLR186W	chrXII	523634	524392	+	759	0	0	0
YLR187W	chrXII	524867	527947	+	3081	0	0	0
YLR188W	chrXII	528302	530389	+	2088	0	0	0
YLR189C	chrXII	530799	534395	-	3597	0	0	0
YLR190W	chrXII	535216	536691	+	1476	0	0	0
YLR191W	chrXII	537274	538434	+	1161	0	0	0
YLR192C	chrXII	538794	539591	-	798	0	0	0
YLR193C	chrXII	540011	540538	-	528	0	0	0
YLR194C	chrXII	540811	541575	-	765	0	0	0
YLR195C	chrXII	541939	543306	-	1368	0	0	0
YLR196W	chrXII	543970	545700	+	1731	0	0	0
YLR197W	chrXII	546099	547613	+	1515	0	0	0
YLR198C	chrXII	547288	547647	-	360	0	0	0
YLR199C	chrXII;chrXII	547855;548766	548679;548771	-;-	831	0	0	0
YLR200W	chrXII	549014	549358	+	345	0	0	0
YLR201C	chrXII	549513	550295	-	783	0	0	0
YLR202C	chrXII;chrXII	550196;550577	550460;550638	-;-	327	0	0	0
YLR203C	chrXII	550652	551962	-	1311	0	0	0
YLR204W	chrXII	552272	552607	+	336	0	0	0
YLR205C	chrXII	552726	553679	-	954	0	0	0
YLR206W	chrXII	554580	556421	+	1842	0	0	0
YLR207W	chrXII	556790	559291	+	2502	0	0	0
YLR208W	chrXII	559553	560446	+	894	0	0	0
YLR209C	chrXII	560799	561734	-	936	0	0	0
YLR210W	chrXII	562010	563392	+	1383	0	0	0
YLR211C	chrXII;chrXII	563794;564516	564456;564533	-;-	681	0	0	0
YLR212C	chrXII	564862	566283	-	1422	0	0	0
YLR213C	chrXII	566656	567924	-	1269	0	0	0
YLR214W	chrXII	568569	570629	+	2061	0	0	0
YLR215C	chrXII	570778	571860	-	1083	0	0	0
YLR216C	chrXII	572098	573213	-	1116	0	0	0
YLR217W	chrXII	572911	573234	+	324	0	0	0
YLR218C	chrXII	573468	573920	-	453	0	0	0
YLR219W	chrXII	574153	576339	+	2187	0	0	0
YLR220W	chrXII	576827	577795	+	969	0	0	0
YLR221C	chrXII	578364	579026	-	663	0	0	0
YLR222C	chrXII	579320	581773	-	2454	0	0	0
YLR222C-A	chrXII	582008	582238	-	231	0	0	0
YLR223C	chrXII	582235	585492	-	3258	0	0	0
YLR224W	chrXII	586466	587575	+	1110	0	0	0
YLR225C	chrXII	587697	588920	-	1224	0	0	0
YLR226W	chrXII	589356	590543	+	1188	0	0	0
YLR227C	chrXII	590564	592045	-	1482	0	0	0
tL(UAG)L1	chrXII;chrXII	592521;592584	592564;592621	-;-	82	0	0	0
YLR227W-B	chrXII;chrXII	593440;594746	594744;598708	+;+	5268	0	0	0
YLR227W-A	chrXII	593440	594762	+	1323	0	0	0
YLR228C	chrXII	600021	602465	-	2445	0	0	0
YLR229C	chrXII	604214	604789	-	576	0	0	0
YLR230W	chrXII	604576	604881	+	306	0	0	0
tI(UAU)L	chrXII;chrXII	605302;605398	605337;605434	-;-	73	0	0	0
YLR231C	chrXII	605760	607121	-	1362	0	0	0
YLR232W	chrXII	606832	607179	+	348	0	0	0
YLR233C	chrXII	607427	609526	-	2100	0	0	0
YLR234W	chrXII	609785	611755	+	1971	0	0	0
YLR235C	chrXII	611534	611932	-	399	0	0	0
YLR236C	chrXII	611796	612119	-	324	0	0	0
YLR237W	chrXII	612369	614165	+	1797	0	0	0
YLR238W	chrXII	614757	616193	+	1437	0	0	0
YLR239C	chrXII	616334	617320	-	987	0	0	0
YLR240W	chrXII	617535	620162	+	2628	0	0	0
YLR241W	chrXII	620475	622823	+	2349	0	0	0
YLR242C	chrXII	622920	623885	-	966	0	0	0
YLR243W	chrXII	624205	625023	+	819	0	0	0
YLR244C	chrXII	625170	626333	-	1164	0	0	0
YLR245C	chrXII	626504	626932	-	429	0	0	0
YLR246W	chrXII	627120	628199	+	1080	0	0	0
tL(CAA)L	chrXII;chrXII	628385;628456	628422;628499	+;+	82	0	0	0
YLR247C	chrXII	628686	633356	-	4671	0	0	0
YLR248W	chrXII	634254	636086	+	1833	0	0	0
YLR249W	chrXII	636782	639916	+	3135	0	0	0
YLR250W	chrXII	640319	641023	+	705	0	0	0
YLR251W	chrXII	641466	642059	+	594	0	0	0
YLR252W	chrXII	641959	642264	+	306	0	0	0
YLR253W	chrXII	642629	644338	+	1710	0	0	0
YLR254C	chrXII	644406	644975	-	570	0	0	0
YLR255C	chrXII	645602	645955	-	354	0	0	0
YLR256W	chrXII	646417	650925	+	4509	0	0	0
YLR256W-A	chrXII	651119	652441	+	1323	0	0	0
tA(AGC)L	chrXII	656936	657008	-	73	0	0	0
YLR257W	chrXII	658828	659793	+	966	0	0	0
YLR258W	chrXII	660718	662835	+	2118	0	0	0
YLR259C	chrXII	663286	665004	-	1719	0	0	0
YLR260W	chrXII	665846	667909	+	2064	0	0	0
YLR261C	chrXII	668239	668565	-	327	0	0	0
YLR262C	chrXII	668246	668893	-	648	0	0	0
YLR262C-A	chrXII	669470	669664	-	195	0	0	0
YLR263W	chrXII	670342	672825	+	2484	0	0	0
YLR264W	chrXII	673133	673336	+	204	0	0	0
YLR264C-A	chrXII	673830	673946	-	117	0	0	0
YLR265C	chrXII	674429	675457	-	1029	0	0	0
YLR266C	chrXII	675621	677726	-	2106	0	0	0
YLR267W	chrXII	678214	679926	+	1713	0	0	0
YLR268W	chrXII	680202	680846	+	645	0	0	0
YLR269C	chrXII	680868	681218	-	351	0	0	0
YLR270W	chrXII	681188	682240	+	1053	0	0	0
YLR271W	chrXII	682739	683563	+	825	0	0	0
YLR272C	chrXII	683674	687204	-	3531	0	0	0
tV(AAC)L	chrXII	687861	687934	-	74	0	0	0
YLR273C	chrXII	689085	691031	-	1947	0	0	0
YLR274W	chrXII	691557	693884	+	2328	0	0	0
YLR275W	chrXII;chrXII	694380;694475	694384;694802	+;+	333	0	0	0
YLR276C	chrXII	695048	696832	-	1785	0	0	0
YLR277C	chrXII	697158	699497	-	2340	0	0	0
YLR278C	chrXII	700001	704026	-	4026	0	0	0
YLR279W	chrXII	704311	704700	+	390	0	0	0
YLR280C	chrXII	704485	704835	-	351	0	0	0
YLR281C	chrXII	704495	704962	-	468	0	0	0
YLR282C	chrXII	705073	705414	-	342	0	0	0
YLR283W	chrXII	705188	706132	+	945	0	0	0
YLR284C	chrXII	706200	707042	-	843	0	0	0
YLR285W	chrXII	707362	708147	+	786	0	0	0
YLR285C-A	chrXII	708170	708340	-	171	0	0	0
YLR286C	chrXII	708450	710138	-	1689	0	0	0
YLR286W-A	chrXII	708564	708698	+	135	0	0	0
YLR287C	chrXII	710993	712060	-	1068	0	0	0
YLR287C-A	chrXII;chrXII	712539;713158	712727;713160	-;-	192	0	0	0
YLR288C	chrXII	713482	714906	-	1425	0	0	0
YLR289W	chrXII	715091	717028	+	1938	0	0	0
YLR290C	chrXII	717147	717980	-	834	0	0	0
YLR291C	chrXII	718319	719464	-	1146	0	0	0
YLR292C	chrXII	719791	720372	-	582	0	0	0
YLR293C	chrXII	720773	721432	-	660	0	0	0
YLR294C	chrXII	721703	722032	-	330	0	0	0
YLR295C	chrXII	722001	722375	-	375	0	0	0
YLR296W	chrXII	722980	723306	+	327	0	0	0
YLR297W	chrXII	724046	724435	+	390	0	0	0
YLR298C	chrXII	724723	725418	-	696	0	0	0
YLR299W	chrXII	726071	728053	+	1983	0	0	0
YLR299C-A	chrXII	727913	728005	-	93	0	0	0
YLR300W	chrXII	728957	730303	+	1347	0	0	0
YLR301W	chrXII	730827	731561	+	735	0	0	0
tL(UAG)L2	chrXII;chrXII	732092;732149	732129;732192	+;+	82	0	0	0
YLR302C	chrXII	732193	732555	-	363	0	0	0
YLR303W	chrXII	732544	733878	+	1335	0	0	0
tI(AAU)L1	chrXII	734804	734877	+	74	0	0	0
YLR304C	chrXII	735214	737550	-	2337	0	0	0
YLR305C	chrXII	738163	743865	-	5703	0	0	0
YLR306W	chrXII;chrXII	744153;744290	744155;744853	+;+	567	0	0	0
YLR307W	chrXII	745622	746527	+	906	0	0	0
